ts,src_ip,dst_ip,sport,query,record_type,response_size,subdomain_length,subdomain_entropy,hex_ratio,query_rate_per_min,risk_score,risk_level,prediction
1775899431.4031,10.0.0.42,8.8.8.8,6965,12vzi/uherwkhpei/n6ijzgjwrm9smg70z9xd7dnwwpwo2vzyl.d2.evil-c2.io,CNAME,231,52,4.58747235312326,0.28846153846153844,3.0658789241805042,67.3,High,TUNNEL
1775898539.256404,10.0.0.42,8.8.8.8,12420,x/eyulswffmhnm1ika69eqhoovp3gebrzvih/oxllwppphd.d9.evil-c2.io,TXT,255,49,4.629716731737853,0.2857142857142857,3.0658789241805042,67.2,High,TUNNEL
1775898371.710636,10.0.0.77,8.8.8.8,20553,898f677375333a08ebad07d4c2497d47cce0e04d7c2ca95ec99c2035.tunnel.attacker-c2.net,TXT,242,62,3.9741788778835274,0.9193548387096774,3.7065310598936643,67.2,High,TUNNEL
1775900731.053372,10.0.0.77,8.8.8.8,56619,f3c485fa65c123b18a1616206a129fef6139be303afb1ce51d97d942ad04.tunnel.attacker-c2.net,TXT,236,66,4.120638257074695,0.9242424242424242,3.7065310598936643,67.2,High,TUNNEL
1775901353.498055,10.0.0.42,8.8.8.8,38712,dtuabhaobpyle6xbd0kymbgs66sl29a1ysf+gj1mznvun9wc.d4.evil-c2.io,MX,237,50,4.728367439558379,0.46,3.0658789241805042,67.2,High,TUNNEL
1775898503.369858,10.0.0.42,8.8.8.8,27500,bgp5h2hf3gofkfh1zdw7vxvvpjez6cdfv1eq00r8wkfzzohtxu2k.d1.evil-c2.io,MX,218,54,4.53499300251667,0.4444444444444444,3.0658789241805042,67.0,High,TUNNEL
1775900506.665708,10.0.0.77,8.8.8.8,6108,09ef0d2b325361767b9b481f53bdb0116c2727d34831dbfe575.tunnel.attacker-c2.net,CNAME,277,57,4.0546751644052454,0.9122807017543859,3.7065310598936643,67.0,High,TUNNEL
1775900633.695917,10.0.0.42,8.8.8.8,10177,3lbsfhl1qxyxiid5nebddsrfwrqf+lvufu/bppz9vnhnwchblh.d6.evil-c2.io,TXT,224,52,4.493614958484102,0.36538461538461536,3.0658789241805042,66.9,High,TUNNEL
1775898967.685836,10.0.0.77,8.8.8.8,7024,bbffba6ef0e0982294934cff6af158a1923ee7baa6e2c5c8095.tunnel.attacker-c2.net,TXT,302,57,4.043183549807814,0.9122807017543859,3.7065310598936643,66.9,High,TUNNEL
1775898603.892094,10.0.0.77,8.8.8.8,5237,a88dc143d2dbbc3ecbd66af2a0e378db4fb987ee275b5726929.tunnel.attacker-c2.net,TXT,284,57,4.111606962612904,0.9122807017543859,3.7065310598936643,66.9,High,TUNNEL
1775898509.076813,10.0.0.42,8.8.8.8,2032,talqdupd0yiogrp84mq0rma6pdyup6zp4nxghl6gg4i3pozs.d8.evil-c2.io,TXT,259,50,4.3434651896016465,0.34,3.0658789241805042,66.7,High,TUNNEL
1775899843.299806,10.0.0.42,8.8.8.8,31255,rpgte6psj2/hvezts8w2pio2mnzmkkzcpsmxeonmzv0gpw.d4.evil-c2.io,CNAME,231,48,4.42091452195184,0.25,3.0658789241805042,66.6,High,TUNNEL
1775899778.751395,10.0.0.77,8.8.8.8,9955,2deb16da6707e245c68a30a437f7d9ab52721d37b6f582e4449.tunnel.attacker-c2.net,NULL,227,57,4.131245830661391,0.9122807017543859,3.7065310598936643,66.6,High,TUNNEL
1775899843.043894,10.0.0.77,8.8.8.8,30994,108bcc79968e2e28b40d40e360a45196f164736e91c328bbdc6c1233.tunnel.attacker-c2.net,NULL,321,62,4.084061844224389,0.9193548387096774,3.7065310598936643,66.6,High,TUNNEL
1775900987.303444,10.0.0.42,8.8.8.8,54320,x1t+mnsw2seiikyxl+tivazpys+3hhssze.d1.evil-c2.io,TXT,238,36,4.194385682587764,0.2222222222222222,3.0658789241805042,66.5,High,TUNNEL
1775899578.939147,10.0.0.77,8.8.8.8,50270,6ae7d27dfccb6f012c8285bd0c037940af29acccdd1fd43557e8e6d.tunnel.attacker-c2.net,NULL,244,61,4.122171453670093,0.9180327868852459,3.7065310598936643,66.2,High,TUNNEL
1775899983.41478,10.0.0.77,8.8.8.8,53921,8039e1d4b3ede166e01ddfdfba51c8e073dd2a65bab14ed692c9.tunnel.attacker-c2.net,NULL,322,58,4.060038323791471,0.9137931034482759,3.7065310598936643,66.2,High,TUNNEL
1775900245.744338,10.0.0.42,8.8.8.8,36836,0ikze9oiopry4sdwupfu/vgayitmt/mdgy2nb8yzhqu90kuqu.d3.evil-c2.io,CNAME,227,51,4.670083861995736,0.29411764705882354,3.0658789241805042,66.0,High,TUNNEL
1775901038.277637,10.0.0.42,8.8.8.8,24429,hu56nlda9hh9gyrxxmqub2zhseazbfnd/c/l5i8ac3cq6.d1.evil-c2.io,TXT,237,47,4.61278752175231,0.48936170212765956,3.0658789241805042,65.8,High,TUNNEL
1775899008.368995,10.0.0.77,8.8.8.8,25555,069a4ee5fd23532a941261d54eb40e4777d58d9a988a94c09f8666.tunnel.attacker-c2.net,CNAME,266,60,4.098499037874888,0.9166666666666666,3.7065310598936643,65.7,High,TUNNEL
1775901139.380937,10.0.0.42,8.8.8.8,12714,2jcdftgjv3bx1gtfkmbbx8+esem2wl7ay9ya9wzzljgfel8.d9.evil-c2.io,TXT,265,49,4.5272769356428775,0.4897959183673469,3.0658789241805042,65.7,High,TUNNEL
1775899239.736001,10.0.0.77,8.8.8.8,50237,cf00f2634b46f9703d01aeb934a9517efb00b9e8d999169bb0e.tunnel.attacker-c2.net,TXT,275,57,3.9769172081678836,0.9122807017543859,3.7065310598936643,65.6,High,TUNNEL
1775900428.495765,10.0.0.77,8.8.8.8,37959,b59ee420a60909843481b19122488aecfeb270e0a88da0b99e1cc2.tunnel.attacker-c2.net,NULL,262,60,3.9644683048754468,0.9166666666666666,3.7065310598936643,65.5,High,TUNNEL
1775898501.610259,10.0.0.77,8.8.8.8,29561,205395723f619e5143c53e5c3808beda3e1b000ae3c6f7a92bcf43811.tunnel.attacker-c2.net,NULL,302,63,4.090485932378993,0.9206349206349206,3.7065310598936643,65.5,High,TUNNEL
1775899329.489057,10.0.0.42,8.8.8.8,55925,k5xpt3cod7btto3x2i/k0lz2gew2th.d8.evil-c2.io,TXT,216,32,4.288909765557392,0.4375,3.0658789241805042,65.5,High,TUNNEL
1775899659.459006,10.0.0.42,8.8.8.8,53034,kejaafbvbdoxy1lhtbrn3/wmd/sp/ryffscvdp3tvu08o6rf1wta.d8.evil-c2.io,MX,258,54,4.633974075997158,0.4444444444444444,3.0658789241805042,65.3,High,TUNNEL
1775899536.186436,10.0.0.42,8.8.8.8,6727,+9mcobl9jgoxq1cax+/lkplgvdjzmz.d3.evil-c2.io,TXT,220,32,4.226409765557392,0.3125,3.0658789241805042,65.3,High,TUNNEL
1775899149.340147,10.0.0.42,8.8.8.8,24879,jqqjbhceptmrkf7smepfbzyrfxq02c.d6.evil-c2.io,CNAME,252,32,4.265319531114783,0.4375,3.0658789241805042,65.3,High,TUNNEL
1775900335.50285,10.0.0.77,8.8.8.8,55410,36eac861e5f5f391bd54688972ad6ae6380d7ef0b26bf6cdfbb17ad0a6.tunnel.attacker-c2.net,CNAME,326,64,4.096521251828103,0.921875,3.7065310598936643,65.1,High,TUNNEL
1775899523.699638,10.0.0.77,8.8.8.8,35741,4aee6cb82d62680ee3b001638f353ea7e31db906159bb16bb09.tunnel.attacker-c2.net,CNAME,288,57,3.98127949019397,0.9122807017543859,3.7065310598936643,64.7,High,TUNNEL
1775899938.138178,10.0.0.42,8.8.8.8,37276,tjgqehcu/klm4vkhdq4v1owjbdfepsuwnmezl6+ybglkvv8r.d8.evil-c2.io,TXT,197,50,4.703465189601648,0.32,3.0658789241805042,64.5,High,TUNNEL
1775900203.474975,10.0.0.77,8.8.8.8,39781,15f914c8c9c0f413dcb14886d7544b24b64c21ac13393ed6959bc48fd9.tunnel.attacker-c2.net,NULL,256,64,4.01662973485082,0.921875,3.7065310598936643,64.5,High,TUNNEL
1775899639.870686,10.0.0.77,8.8.8.8,59302,9be48fc75c5f721339b1a9f8177f6ce171c783e4d994aa4c0bb8664f5.tunnel.attacker-c2.net,NULL,317,63,4.09509694913222,0.9206349206349206,3.7065310598936643,64.4,High,TUNNEL
1775899801.121405,10.0.0.77,8.8.8.8,42628,6a801b4595d0031f8f1586b8c7f6b862a56a5216ea1f0a4cad02d69421.tunnel.attacker-c2.net,CNAME,311,64,4.066177837611594,0.921875,3.7065310598936643,64.3,High,TUNNEL
1775899051.493728,10.0.0.77,8.8.8.8,36549,c4fc167bdf553d80dfdd9730cdb9a7d715c99eba919e23aed7d71316.tunnel.attacker-c2.net,CNAME,268,62,4.01584041514937,0.9193548387096774,3.7065310598936643,64.2,High,TUNNEL
1775898507.540859,10.0.0.77,8.8.8.8,46939,b46b47bd82a7b9cdbe405d46394f4d48c79deb3bfa0869107a9a9ec97.tunnel.attacker-c2.net,NULL,286,63,4.021830966027897,0.9206349206349206,3.7065310598936643,63.9,High,TUNNEL
1775900047.560405,10.0.0.77,8.8.8.8,62724,4a2675f1ad5d665398b7b3676b2fec41b63d764d5e39093fe08e1c65d11.tunnel.attacker-c2.net,TXT,281,65,4.109862199510386,0.9230769230769231,3.7065310598936643,63.7,High,TUNNEL
1775900717.899988,10.0.0.42,8.8.8.8,54223,tlhufqy+nuoymddgsbiwynblosqohfrvz+r7lgzbep7.d6.evil-c2.io,MX,278,45,4.474643373867068,0.26666666666666666,3.0658789241805042,63.6,High,TUNNEL
1775900993.249103,10.0.0.42,8.8.8.8,13031,c6j7wsfxumawjumy5uxatendisknlywuf7vrsqyjegdewvm3nn.d6.evil-c2.io,CNAME,248,52,4.459491160199153,0.3269230769230769,3.0658789241805042,63.6,High,TUNNEL
1775900133.356173,10.0.0.42,8.8.8.8,23794,sjxvzkrik6z30vo2sw5khrd8tqd4k4y.d7.evil-c2.io,MX,242,33,4.354852073838349,0.36363636363636365,3.0658789241805042,63.4,High,TUNNEL
1775900759.23943,10.0.0.42,8.8.8.8,15173,qu/q69nnx3tjtku5s2gncebjmkx3v2ng71rblo0mokmjy2z.d9.evil-c2.io,CNAME,222,49,4.695943517407986,0.3469387755102041,3.0658789241805042,63.4,High,TUNNEL
1775900050.630683,10.0.0.42,8.8.8.8,63538,iu74lovzpl0wgmk9byh6ftyjpsmilqg.d6.evil-c2.io,CNAME,238,33,4.536670255656531,0.2727272727272727,3.0658789241805042,63.4,High,TUNNEL
1775899643.687714,10.0.0.77,8.8.8.8,57262,cce96fa3f4b60e14ee7735b8bf6d4370ba9f405e01334e9666be599b24.tunnel.attacker-c2.net,NULL,233,64,4.011587797403416,0.921875,3.7065310598936643,63.3,High,TUNNEL
1775899555.841619,10.0.0.77,8.8.8.8,2040,5fbe5b037a969d3e9e329bc2db3b85afaa71058b62ff446e87a1.tunnel.attacker-c2.net,NULL,271,58,4.138177444061116,0.9137931034482759,3.7065310598936643,63.2,High,TUNNEL
1775900179.404532,10.0.0.77,8.8.8.8,20780,20ba1d6fd78465c16e1a41fbbd25c52acc73e52598396d65afd.tunnel.attacker-c2.net,NULL,246,57,4.131245830661391,0.9122807017543859,3.7065310598936643,63.0,High,TUNNEL
1775898608.702144,10.0.0.77,8.8.8.8,40814,0d4456ba92bfe13dc0a4a69f6d620a83dd9c911ec25c8a72d41ad3d3.tunnel.attacker-c2.net,NULL,269,62,4.0990422779892315,0.9193548387096774,3.7065310598936643,62.8,High,TUNNEL
1775900627.09457,10.0.0.42,8.8.8.8,58814,vcnf9vv1m5mbu6duqypgbnjfzqg+z+sinm23mehktg+bse1aasez.d8.evil-c2.io,TXT,286,54,4.680089353694807,0.3888888888888889,3.0658789241805042,62.7,High,TUNNEL
1775900179.002767,10.0.0.42,8.8.8.8,33211,2fenshwesdylyf32lndj+bx7qt8+g0sf9o8zna9xosxp6cnr.d8.evil-c2.io,CNAME,255,50,4.663465189601648,0.44,3.0658789241805042,62.7,High,TUNNEL
1775899237.282015,10.0.0.77,8.8.8.8,49463,f5584563b524f5fafcece75893f57ebe73d89fa78b51776d8d6959ed0e0.tunnel.attacker-c2.net,NULL,286,65,4.00583454445976,0.9230769230769231,3.7065310598936643,62.6,High,TUNNEL
1775899678.262889,10.0.0.77,8.8.8.8,56957,8c634e90cb890dff41c7f9f8e1973df52baac9b9acafe5be114777.tunnel.attacker-c2.net,CNAME,285,60,4.0842531550036645,0.9166666666666666,3.7065310598936643,62.3,High,TUNNEL
1775899741.40316,10.0.0.77,8.8.8.8,35026,52d73f7bfccf4eb89dfd3379b86ed06bef082eada39871d20e93d.tunnel.attacker-c2.net,CNAME,287,59,4.053993635600303,0.9152542372881356,3.7065310598936643,62.3,High,TUNNEL
1775898878.277407,10.0.0.42,8.8.8.8,10078,yim2nywtlob5chxfg68o9zff5co1p/dk.d1.evil-c2.io,TXT,184,34,4.51364592935837,0.47058823529411764,3.0658789241805042,62.2,High,TUNNEL
1775900461.243514,10.0.0.77,8.8.8.8,46152,da7a50e94cc28fa2e07035b42b94595b5ecd0c252267600d4f65a1c02a.tunnel.attacker-c2.net,TXT,304,64,4.032059815267177,0.921875,3.7065310598936643,62.2,High,TUNNEL
1775900816.694171,10.0.0.42,8.8.8.8,26960,awkkr3ukpfic1+bt1crnhan7wsurmzh5hxmoyee8ehjho5mw2ehz.d4.evil-c2.io,MX,241,54,4.6710111130341945,0.37037037037037035,3.0658789241805042,62.1,High,TUNNEL
1775900758.981748,10.0.0.42,8.8.8.8,18295,wxyai77xgfn+si3iylupopvsb20li8gvmtkvighqqc7vxz.d8.evil-c2.io,TXT,203,48,4.629247855285172,0.2708333333333333,3.0658789241805042,62.1,High,TUNNEL
1775900183.348666,10.0.0.42,8.8.8.8,31739,7yhd7cigpimpjk75oyg0hmejjrhaxdu.d4.evil-c2.io,MX,253,33,4.165013816065912,0.36363636363636365,3.0658789241805042,62.0,High,TUNNEL
1775899799.57051,10.0.0.77,8.8.8.8,15061,873257831b51d4468b86a02ecefe3c22bfd87d64c1d439d5f3e.tunnel.attacker-c2.net,NULL,305,57,4.118455375342083,0.9122807017543859,3.7065310598936643,61.9,High,TUNNEL
1775899669.81117,10.0.0.77,8.8.8.8,14571,47d61f64185d3b848f241ec9dd85a28d772660dba407c78e7d5614c.tunnel.attacker-c2.net,NULL,318,61,4.048606190833792,0.9180327868852459,3.7065310598936643,61.9,High,TUNNEL
1775900548.529566,10.0.0.77,8.8.8.8,12283,2996c5d2f96be228ca4d2260c671bc877d31a00440c01fcbebf01bfb3b.tunnel.attacker-c2.net,NULL,313,64,4.094449265965603,0.921875,3.7065310598936643,61.8,High,TUNNEL
1775901359.95317,10.0.0.42,8.8.8.8,42774,doybpiksfburscs2cemwr6rjnpmxdl6anbzltmo3offke+jpz0.d3.evil-c2.io,CNAME,228,52,4.622764717808252,0.38461538461538464,3.0658789241805042,61.8,High,TUNNEL
1775899351.507068,10.0.0.42,8.8.8.8,13656,bw08eny88kvxleuwcyyqnvfmkghjyu.d6.evil-c2.io,TXT,198,32,4.226409765557392,0.34375,3.0658789241805042,61.8,High,TUNNEL
1775900828.259315,10.0.0.42,8.8.8.8,11956,gt11rh7w0y3nukzbxgtc7ypmrrlh7k2nevq/zwqr4vpa1.d4.evil-c2.io,TXT,228,47,4.671402149457915,0.3404255319148936,3.0658789241805042,61.8,High,TUNNEL
1775898939.99257,10.0.0.77,8.8.8.8,42068,0b0a81368b697eca965e8cd7f1e945d7563d5a565884d477f6f6c7.tunnel.attacker-c2.net,NULL,239,60,4.039305388136665,0.9166666666666666,3.7065310598936643,61.7,High,TUNNEL
1775899187.568425,10.0.0.77,8.8.8.8,43140,a10d31b1ea622f1b084c88f9a8e3acd89dbd561cd3816e977e37bf2.tunnel.attacker-c2.net,CNAME,267,61,4.114865928210291,0.9180327868852459,3.7065310598936643,61.6,High,TUNNEL
1775900023.575634,10.0.0.77,8.8.8.8,14481,209b930399db81591b9924fb197d6d8e6a9bb32c6c5e6363fa3a0be21fe.tunnel.attacker-c2.net,NULL,306,65,4.023453729501709,0.9230769230769231,3.7065310598936643,61.5,High,TUNNEL
1775899107.038307,10.0.0.77,8.8.8.8,13221,e26aa721e24f0bc2ea239dc5bf2ca378e456dab75474f695e2fe512d27.tunnel.attacker-c2.net,NULL,238,64,4.030792485947682,0.921875,3.7065310598936643,61.4,High,TUNNEL
1775898395.063417,10.0.0.77,8.8.8.8,34172,5f0fc0443a56fc861c0a242593a5fa409e01fb9461ba9d18860b814cbb5.tunnel.attacker-c2.net,TXT,238,65,4.036710084092486,0.9230769230769231,3.7065310598936643,61.4,High,TUNNEL
1775898567.996125,10.0.0.77,8.8.8.8,50081,fd58de57655b586741a45ff27a50ce1b87b5ea04bd0291bae1f7cad.tunnel.attacker-c2.net,CNAME,307,61,4.017569724378663,0.9180327868852459,3.7065310598936643,61.3,High,TUNNEL
1775900433.068105,10.0.0.77,8.8.8.8,64750,21821039bbd3badf204f6cf3efb4998799813c4686c17f92c2be215152b.tunnel.attacker-c2.net,NULL,273,65,4.083058390746743,0.9230769230769231,3.7065310598936643,61.3,High,TUNNEL
1775898455.320689,10.0.0.42,8.8.8.8,12822,s8kpty4um+wxjbqxef3dlakfl8lsus1figss9xemh3d5oinrhde.d3.evil-c2.io,MX,233,53,4.682937851067838,0.39622641509433965,3.0658789241805042,61.2,High,TUNNEL
1775900275.803251,10.0.0.42,8.8.8.8,65000,j2ddtmjzaa00hgr0bt5sy7tb0fwaujuaadmwvbk40yx.d8.evil-c2.io,TXT,207,45,4.303321019543808,0.5111111111111111,3.0658789241805042,61.1,High,TUNNEL
1775899359.826358,10.0.0.77,8.8.8.8,11041,f048693a341c538a6b32f45952fcd630d33ec124a35fd8edc5d.tunnel.attacker-c2.net,CNAME,306,57,4.025982672766655,0.9122807017543859,3.7065310598936643,61.1,High,TUNNEL
1775900783.66938,10.0.0.77,8.8.8.8,30737,62965b6152d9e05cf1496654c0ad2c0459e3c42f77a801a16fc95c.tunnel.attacker-c2.net,NULL,300,60,4.066830129043385,0.9166666666666666,3.7065310598936643,61.0,High,TUNNEL
1775900559.530698,10.0.0.42,8.8.8.8,64231,lpwebsv3wc2yawaxcstfwg6ycl6ss4scqrrrqgb6gipvznkbdm7v.d9.evil-c2.io,CNAME,239,54,4.581108280214318,0.3888888888888889,3.0658789241805042,61.0,High,TUNNEL
1775900053.075603,10.0.0.42,8.8.8.8,32130,q9yd4ehygprwj3wz7hathkawjb7kbcwk.d4.evil-c2.io,MX,262,34,4.160704752887782,0.4117647058823529,3.0658789241805042,60.9,High,TUNNEL
1775900689.276268,10.0.0.42,8.8.8.8,57427,cq56mm+pds4uc553zklkhmrjgbgmr5ixi95qkcxyuvcli5bz.d9.evil-c2.io,MX,200,50,4.423465189601647,0.38,3.0658789241805042,60.9,High,TUNNEL
1775898843.067828,10.0.0.42,8.8.8.8,43599,mldvuh6nwb2yyohprnl3fu8p2lvq/exzghissxjtq.d5.evil-c2.io,TXT,226,43,4.739990917392168,0.2558139534883721,3.0658789241805042,60.7,High,TUNNEL
1775898515.136347,10.0.0.42,8.8.8.8,22278,ftr9osqtsfh9urjxsf93pivh2vjgz/ldymepmebwvuw6zq.d8.evil-c2.io,TXT,274,48,4.6887218755408675,0.3125,3.0658789241805042,60.6,High,TUNNEL
1775899357.792887,10.0.0.77,8.8.8.8,12291,92f57c89b814092bfe22d4bcca76fe7b8e3ea92d857f7a978e670c0cbf1.tunnel.attacker-c2.net,NULL,242,65,4.0788466236487935,0.9230769230769231,3.7065310598936643,60.5,High,TUNNEL
1775899015.251733,10.0.0.77,8.8.8.8,6055,f459dc7ce9ae04d6ceb08647d545871221a9a67d95154c0458c1ea.tunnel.attacker-c2.net,NULL,271,60,4.03183237120822,0.9166666666666666,3.7065310598936643,60.5,High,TUNNEL
1775900519.138492,10.0.0.77,8.8.8.8,56817,be34ea4be5f35c8b1114d98a7061bee242dc7a83a5e0d142a99.tunnel.attacker-c2.net,TXT,268,57,4.095877191520978,0.9122807017543859,3.7065310598936643,60.4,High,TUNNEL
1775898533.464243,10.0.0.77,8.8.8.8,15186,e26abf379e72293f52a837a1cb42ec8b1c1ac7661f6430f73ec.tunnel.attacker-c2.net,NULL,274,57,4.029327033913031,0.9122807017543859,3.7065310598936643,60.4,High,TUNNEL
1775899703.0562,10.0.0.77,8.8.8.8,61340,1b873f89f09a105dab4eab078c8603dfe09a53c45c81dd3d15a.tunnel.attacker-c2.net,CNAME,240,57,4.074767217523258,0.9122807017543859,3.7065310598936643,60.2,High,TUNNEL
1775900277.953184,10.0.0.77,8.8.8.8,58065,92188160cc9067c263654d1b3067e5bfcf7fa215cd642eedcdc.tunnel.attacker-c2.net,CNAME,277,57,4.1104196726316875,0.9122807017543859,3.7065310598936643,59.9,Medium,TUNNEL
1775898678.128129,10.0.0.42,8.8.8.8,23242,ptudjhuiz/dkqzm6bimnnh1ixoyyvoas9mhm.d8.evil-c2.io,CNAME,209,38,4.398857447483311,0.23684210526315788,3.0658789241805042,59.9,Medium,TUNNEL
1775899218.432676,10.0.0.42,8.8.8.8,30338,tpkmpfkbzccwk88fecmwcg7ntuapplllbxo5nlccde.d3.evil-c2.io,MX,238,44,4.226143834398878,0.45454545454545453,3.0658789241805042,59.6,Medium,TUNNEL
1775898719.416096,10.0.0.42,8.8.8.8,34356,1igpeu8pklckty0gabp1iheqr1o6gl4b.d1.evil-c2.io,CNAME,222,34,4.278351811711311,0.4411764705882353,3.0658789241805042,59.5,Medium,TUNNEL
1775898521.797152,10.0.0.42,8.8.8.8,18557,wwrtq5e6mchv0uimuvibwnliv4rcctwusbginzktffye0cur5q.d6.evil-c2.io,TXT,276,52,4.464580823785508,0.34615384615384615,3.0658789241805042,59.5,Medium,TUNNEL
1775899248.468626,10.0.0.77,8.8.8.8,45575,8641f86f9be7819864a6520d0b9cd5ff96d687b084b7af27dcafe4e9.tunnel.attacker-c2.net,NULL,257,62,4.056635979874867,0.9193548387096774,3.7065310598936643,59.4,Medium,TUNNEL
1775899948.792549,10.0.0.42,8.8.8.8,42147,pamfp6dsakbo9elpa3fkvph/ey0mwi/bkbk.d1.evil-c2.io,MX,216,37,4.249729716863358,0.4594594594594595,3.0658789241805042,59.3,Medium,TUNNEL
1775899500.166582,10.0.0.42,8.8.8.8,11018,rbxobahukhyzmsilyoj0laeyuql/oq12v.d9.evil-c2.io,TXT,229,35,4.436006945330953,0.2857142857142857,3.0658789241805042,59.1,Medium,TUNNEL
1775900599.394489,10.0.0.77,8.8.8.8,15006,9a24f382ebdb2ea276b26ce75ee53084e4d8a2c53bd5e4f377d0579.tunnel.attacker-c2.net,NULL,245,61,4.02518273170178,0.9180327868852459,3.7065310598936643,59.1,Medium,TUNNEL
1775899139.497713,10.0.0.77,8.8.8.8,19825,922ba8dca77b89f22c7316a5a29f909f55d84bf61b6e0c6f15ba.tunnel.attacker-c2.net,TXT,248,58,4.115433540285538,0.9137931034482759,3.7065310598936643,59.0,Medium,TUNNEL
1775899318.953616,10.0.0.77,8.8.8.8,19301,208df3ec656e9dd3a99f05d63e0f64c26da051d9765c7c4bbc2f.tunnel.attacker-c2.net,NULL,286,58,4.096964348792786,0.9137931034482759,3.7065310598936643,58.8,Medium,TUNNEL
1775900779.587909,10.0.0.42,8.8.8.8,36249,o8usv89ss2tcshnvqqz0orxvdxxugxca/.d6.evil-c2.io,MX,261,35,4.193429088311724,0.3142857142857143,3.0658789241805042,58.7,Medium,TUNNEL
1775901197.702213,10.0.0.42,8.8.8.8,33570,d7gahsieetdulyokcodlsaa42bgpki8wfy9tenholdogw.d8.evil-c2.io,TXT,221,47,4.392265649909749,0.425531914893617,3.0658789241805042,58.7,Medium,TUNNEL
1775899555.755478,10.0.0.42,8.8.8.8,48267,sccdep89ravi72psl5/gnnxit0q6ebv/izap6zozlfmnroio.d3.evil-c2.io,TXT,240,50,4.703465189601647,0.38,3.0658789241805042,58.5,Medium,TUNNEL
1775898968.737233,10.0.0.77,8.8.8.8,8949,632f87b8f4e54b10c244d9d10c5542e1c89b177d6a72bb621bc18be.tunnel.attacker-c2.net,NULL,293,61,4.084094666840031,0.9180327868852459,3.7065310598936643,58.5,Medium,TUNNEL
1775899527.030639,10.0.0.42,8.8.8.8,35156,aoe9umpg3qkbdqof1f/+ey4ykahm4oiducu1kqposs41zbh8u.d9.evil-c2.io,TXT,237,51,4.500377547641744,0.43137254901960786,3.0658789241805042,58.5,Medium,TUNNEL
1775899559.489822,10.0.0.77,8.8.8.8,35979,4d63bef44dc45866abfc321648c73a4b60fd821a3671d735148fb.tunnel.attacker-c2.net,TXT,325,59,4.034582669028665,0.9152542372881356,3.7065310598936643,58.5,Medium,TUNNEL
1775898791.563011,10.0.0.42,8.8.8.8,55052,vwarn2vflxz8dp0bxrabp4ob2djorw1adkxczvm+vpllhecux.d4.evil-c2.io,TXT,198,51,4.500377547641744,0.4117647058823529,3.0658789241805042,58.2,Medium,TUNNEL
1775899343.594906,10.0.0.77,8.8.8.8,57323,a2aab7ddb3d942f5f5ea330cd94282b4f5e0d445104400014cd6ba7.tunnel.attacker-c2.net,NULL,250,61,4.047231550848442,0.9180327868852459,3.7065310598936643,58.0,Medium,TUNNEL
1775899235.409655,10.0.0.42,8.8.8.8,8744,3dnfyddz5ei74jqmc6afuvmriqxz4kgzazjlkkrz7quf/zcf0.d2.evil-c2.io,TXT,226,51,4.51517926337044,0.43137254901960786,3.0658789241805042,58.0,Medium,TUNNEL
1775898638.019736,10.0.0.77,8.8.8.8,23245,942e375035d03c4bcc4795071223fb1eef4d2c3daf1050c830fa.tunnel.attacker-c2.net,NULL,299,58,4.049466288410657,0.9137931034482759,3.7065310598936643,57.9,Medium,TUNNEL
1775898401.884356,10.0.0.77,8.8.8.8,6121,81ccf6bda433d2769f483190bdb36e52e4b3b4d3ee71b2a8a3d6.tunnel.attacker-c2.net,CNAME,260,58,4.075220815536923,0.9137931034482759,3.7065310598936643,57.9,Medium,TUNNEL
1775900143.138756,10.0.0.77,8.8.8.8,17959,b96aaedd382cc6a53c3a72b886f5bd4e4187946064782d8d1eec0.tunnel.attacker-c2.net,CNAME,252,59,4.1308083640009725,0.9152542372881356,3.7065310598936643,57.9,Medium,TUNNEL
1775900299.561732,10.0.0.77,8.8.8.8,54865,5979553dbf6dabf73ff03597acded5f176db5f382226185e7f5a49.tunnel.attacker-c2.net,NULL,235,60,4.029470547040282,0.9166666666666666,3.7065310598936643,57.8,Medium,TUNNEL
1775899008.527469,10.0.0.77,8.8.8.8,64405,d764266628ee7f6f99fb85e44cc8ae6dfc0b5bdc8303d95913f6.tunnel.attacker-c2.net,CNAME,317,58,4.1012514190598015,0.9137931034482759,3.7065310598936643,57.5,Medium,TUNNEL
1775898908.059166,10.0.0.42,8.8.8.8,1086,ndomei2ey485x4lpwjextzjz+zqtroknsk2ydjwqcbsauy/.d2.evil-c2.io,TXT,250,49,4.665131782625805,0.32653061224489793,3.0658789241805042,57.5,Medium,TUNNEL
1775898749.27666,10.0.0.42,8.8.8.8,19737,8kkatpri0yo6eb1pirynr026m+gy8qhkzvbfncnp1+ovl.d7.evil-c2.io,CNAME,204,47,4.665771032298545,0.3617021276595745,3.0658789241805042,57.4,Medium,TUNNEL
1775898453.093906,10.0.0.77,8.8.8.8,50204,ec41806f3c0e7864d11e78d250f369fac0388197a00d9b1e60bcc.tunnel.attacker-c2.net,NULL,236,59,4.088329763548827,0.9152542372881356,3.7065310598936643,57.4,Medium,TUNNEL
1775900648.660527,10.0.0.77,8.8.8.8,34644,a99186e534ad758ddc03a640e3e692e790f7a0d32c0f1eff1f1302f.tunnel.attacker-c2.net,NULL,306,61,4.055268026187345,0.9180327868852459,3.7065310598936643,57.4,Medium,TUNNEL
